,tract,COMM,med_hh_income,med_hh_income_universe,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
1118,06037276608,Westchester,98000.0,1154.0,2106.0,359.0,1747.0,1597.0,1132.0,143.0,3.0,294.0
282,06037128400,Van Nuys,97935.0,1788.0,4516.0,1485.0,3031.0,2794.0,2157.0,238.0,4.0,364.0
281,06037128400,Sherman Oaks,97935.0,1788.0,4516.0,1485.0,3031.0,2794.0,2157.0,238.0,4.0,364.0
477,06037187300,Silverlake,97813.0,1593.0,3456.0,662.0,2794.0,2623.0,1833.0,80.0,6.0,675.0
162,06037119801,Arleta,97738.0,634.0,2933.0,2270.0,663.0,622.0,290.0,17.0,2.0,302.0
1036,06037267406,West Los Angeles,97704.0,1024.0,2180.0,385.0,1795.0,1680.0,1309.0,58.0,1.0,297.0
558,06037195500,Silverlake,97610.0,2506.0,4991.0,1316.0,3675.0,3430.0,2417.0,120.0,3.0,852.0
1030,06037267201,West Los Angeles,97321.0,1228.0,2865.0,255.0,2610.0,2424.0,1706.0,84.0,6.0,612.0
1005,06037264304,Brentwood,97078.0,1446.0,2616.0,237.0,2379.0,2235.0,1823.0,66.0,1.0,314.0
1052,06037269800,Beverlywood,96964.0,1608.0,3386.0,780.0,2606.0,2410.0,1469.0,267.0,4.0,646.0
46,06037106010,Sylmar,96964.0,932.0,3390.0,2375.0,1015.0,954.0,594.0,118.0,14.0,190.0
1081,06037272100,Mar Vista,96806.0,1889.0,4332.0,921.0,3411.0,3087.0,2600.0,58.0,14.0,381.0
1079,06037271901,Palms,96699.0,1469.0,2861.0,719.0,2142.0,1991.0,1291.0,125.0,1.0,524.0
1078,06037271901,Mar Vista,96699.0,1469.0,2861.0,719.0,2142.0,1991.0,1291.0,125.0,1.0,524.0
554,06037195201,Silverlake,96696.0,1604.0,3080.0,530.0,2550.0,2356.0,1954.0,54.0,1.0,302.0
49,06037106112,Sylmar,96688.0,1345.0,6201.0,4441.0,1760.0,1630.0,917.0,141.0,10.0,532.0
113,06037113322,Chatsworth,96387.0,1561.0,4251.0,1027.0,3224.0,3069.0,1942.0,191.0,9.0,887.0
80,06037109300,Granada Hills,96339.0,959.0,3120.0,1575.0,1545.0,1440.0,847.0,103.0,8.0,462.0
116,06037113423,Winnetka,96108.0,869.0,2639.0,1223.0,1416.0,1339.0,697.0,60.0,1.0,568.0
283,06037128500,Sherman Oaks,96048.0,2098.0,4294.0,874.0,3420.0,3211.0,2569.0,225.0,8.0,369.0
355,06037135113,Woodland Hills,96042.0,1306.0,3240.0,537.0,2703.0,2517.0,1535.0,319.0,8.0,608.0
393,06037139600,Encino,95893.0,2264.0,5185.0,556.0,4629.0,4371.0,3709.0,222.0,6.0,389.0
743,06037214501,Park La Brea,95861.0,1520.0,3104.0,401.0,2703.0,2551.0,1626.0,154.0,4.0,738.0
83,06037109601,Mission Hills,95820.0,1346.0,4958.0,3600.0,1358.0,1284.0,662.0,138.0,7.0,472.0
389,06037139502,Tarzana,95625.0,1120.0,3118.0,287.0,2831.0,2644.0,2433.0,50.0,1.0,138.0
388,06037139502,Encino,95625.0,1120.0,3118.0,287.0,2831.0,2644.0,2433.0,50.0,1.0,138.0
1069,06037271600,Mar Vista,95615.0,2030.0,4826.0,639.0,4187.0,3931.0,2336.0,181.0,6.0,1374.0
1070,06037271600,Palms,95615.0,2030.0,4826.0,639.0,4187.0,3931.0,2336.0,181.0,6.0,1374.0
908,06037236001,Baldwin Hills,95400.0,2054.0,4422.0,519.0,3903.0,3553.0,1171.0,1946.0,6.0,378.0
1026,06037265701,Westwood,95357.0,718.0,2047.0,144.0,1903.0,1786.0,1498.0,40.0,0.0,206.0
768,06037216902,Mid-City,95337.0,1190.0,2331.0,452.0,1879.0,1741.0,1067.0,434.0,5.0,196.0
1108,06037275605,Playa Vista,95192.0,1492.0,3581.0,539.0,3042.0,2832.0,1622.0,573.0,9.0,579.0
483,06037189102,Los Feliz,95000.0,1960.0,3316.0,457.0,2859.0,2696.0,2293.0,82.0,4.0,289.0
68,06037106649,Sylmar,94471.0,665.0,2754.0,1867.0,887.0,848.0,276.0,66.0,0.0,488.0
102,06037113212,Chatsworth,94464.0,957.0,3211.0,928.0,2283.0,2177.0,1353.0,171.0,5.0,628.0
1007,06037264306,Brentwood,94313.0,989.0,2228.0,184.0,2044.0,1893.0,1555.0,70.0,5.0,239.0
150,06037119003,Arleta,94219.0,875.0,3893.0,3470.0,423.0,401.0,171.0,36.0,3.0,182.0
444,06037183222,Eagle Rock,93839.0,1530.0,3303.0,1450.0,1853.0,1716.0,1039.0,64.0,12.0,576.0
441,06037183104,Highland Park,93798.0,737.0,2095.0,997.0,1098.0,1011.0,590.0,36.0,2.0,364.0
375,06037137501,Woodland Hills,93654.0,1990.0,4662.0,587.0,4075.0,3792.0,3002.0,368.0,1.0,387.0
101,06037113211,Chatsworth,93571.0,1686.0,4275.0,889.0,3386.0,3194.0,2359.0,180.0,1.0,625.0
291,06037128802,Sherman Oaks,93526.0,2043.0,4673.0,993.0,3680.0,3415.0,2614.0,295.0,2.0,471.0
1033,06037267403,West Los Angeles,93367.0,1932.0,3093.0,441.0,2652.0,2478.0,1834.0,75.0,3.0,538.0
1034,06037267404,West Los Angeles,93333.0,1518.0,3403.0,402.0,3001.0,2769.0,2065.0,121.0,4.0,535.0
296,06037131024,Reseda,93233.0,971.0,3422.0,2057.0,1365.0,1279.0,769.0,122.0,7.0,366.0
650,06037207308,Downtown,93226.0,830.0,1407.0,313.0,1094.0,983.0,639.0,201.0,6.0,126.0
138,06037117202,North Hills,93214.0,938.0,2711.0,1006.0,1705.0,1606.0,727.0,183.0,5.0,664.0
1,06037101122,Tujunga,93125.0,1341.0,3728.0,542.0,3186.0,3067.0,2614.0,31.0,7.0,392.0
651,06037207400,Downtown,93036.0,467.0,2002.0,602.0,1400.0,1327.0,527.0,423.0,10.0,356.0
415,06037143102,Toluca Lake,92800.0,1144.0,2294.0,385.0,1909.0,1784.0,1447.0,144.0,3.0,172.0
546,06037194101,Hollywood Hills,92434.0,1767.0,3236.0,423.0,2813.0,2612.0,2289.0,119.0,5.0,182.0
482,06037189101,Los Feliz,92404.0,1253.0,2589.0,383.0,2206.0,2057.0,1707.0,60.0,5.0,267.0
297,06037131100,Lake Balboa,91989.0,1027.0,3264.0,1374.0,1890.0,1776.0,1313.0,97.0,2.0,335.0
85,06037109604,Mission Hills,91776.0,891.0,2938.0,1968.0,970.0,918.0,528.0,86.0,14.0,268.0
1110,06037276101,Westchester,91770.0,1603.0,3787.0,451.0,3336.0,3095.0,998.0,1053.0,11.0,963.0
1027,06037265702,Westwood,91731.0,1472.0,2879.0,177.0,2702.0,2558.0,2252.0,50.0,2.0,213.0
152,06037119201,Arleta,91597.0,861.0,3866.0,3277.0,589.0,546.0,287.0,15.0,0.0,232.0
1091,06037273502,Venice,91396.0,1712.0,2680.0,283.0,2397.0,2249.0,1966.0,101.0,10.0,132.0
760,06037216202,Sycamore Square,91281.0,1421.0,2838.0,494.0,2344.0,2131.0,1074.0,611.0,3.0,394.0
759,06037216202,Miracle Mile,91281.0,1421.0,2838.0,494.0,2344.0,2131.0,1074.0,611.0,3.0,394.0
30,06037104310,Pacoima,90893.0,932.0,4396.0,4153.0,243.0,225.0,69.0,107.0,10.0,26.0
44,06037104823,Pacoima,90852.0,699.0,3024.0,2387.0,637.0,616.0,178.0,34.0,3.0,383.0
468,06037186302,Glassell Park,90694.0,1915.0,5190.0,2497.0,2693.0,2497.0,1410.0,96.0,1.0,953.0
370,06037137203,Woodland Hills,90577.0,860.0,2416.0,458.0,1958.0,1780.0,1508.0,63.0,1.0,197.0
438,06037181600,Eagle Rock,90571.0,1079.0,4247.0,1310.0,2937.0,2683.0,1645.0,124.0,11.0,865.0
458,06037185202,Mt. Washington,90529.0,1501.0,3682.0,1989.0,1693.0,1518.0,1139.0,108.0,5.0,245.0
403,06037141202,Sherman Oaks,90474.0,1456.0,2922.0,317.0,2605.0,2449.0,2130.0,99.0,2.0,176.0
331,06037134303,West Hills,90313.0,1898.0,5166.0,1895.0,3271.0,3023.0,1938.0,168.0,8.0,884.0
330,06037134303,Canoga Park,90313.0,1898.0,5166.0,1895.0,3271.0,3023.0,1938.0,168.0,8.0,884.0
1138,06037293302,Harbor City,90255.0,1682.0,4809.0,2036.0,2773.0,2607.0,971.0,298.0,3.0,1257.0
149,06037119001,Arleta,90238.0,1028.0,4024.0,2928.0,1096.0,1043.0,328.0,20.0,20.0,652.0
915,06037236400,Baldwin Hills,90102.0,2140.0,4346.0,393.0,3953.0,3738.0,404.0,3164.0,3.0,119.0
1106,06037275603,Playa Vista,90000.0,1240.0,2731.0,802.0,1929.0,1740.0,1071.0,72.0,5.0,576.0
460,06037185204,Mt. Washington,90000.0,730.0,1977.0,690.0,1287.0,1210.0,675.0,43.0,2.0,474.0
1183,06037702502,Baldwin Hills,89926.0,2137.0,4320.0,629.0,3691.0,3313.0,1818.0,614.0,1.0,834.0
1024,06037265601,Westwood,89844.0,1443.0,3140.0,234.0,2906.0,2716.0,2216.0,36.0,4.0,448.0
117,06037113424,Northridge,89661.0,1065.0,3613.0,1319.0,2294.0,2172.0,1273.0,184.0,6.0,681.0
118,06037113424,Winnetka,89661.0,1065.0,3613.0,1319.0,2294.0,2172.0,1273.0,184.0,6.0,681.0
550,06037194401,Melrose,89657.0,1406.0,2559.0,325.0,2234.0,2087.0,1708.0,142.0,3.0,193.0
535,06037191902,Melrose,89583.0,1476.0,2961.0,413.0,2548.0,2361.0,1905.0,114.0,6.0,306.0
298,06037131200,Northridge,89507.0,1211.0,3549.0,1506.0,2043.0,1919.0,1380.0,129.0,1.0,381.0
159,06037119400,Arleta,89281.0,1167.0,4881.0,4047.0,834.0,791.0,363.0,57.0,13.0,336.0
1042,06037267800,Rancho Park,89246.0,1381.0,3034.0,309.0,2725.0,2482.0,1828.0,52.0,0.0,580.0
1054,06037269905,Palms,89194.0,1388.0,2661.0,636.0,2025.0,1894.0,1108.0,197.0,9.0,546.0
427,06037143606,North Hollywood,89135.0,973.0,1581.0,213.0,1368.0,1275.0,914.0,119.0,5.0,209.0
428,06037143606,Studio City,89135.0,973.0,1581.0,213.0,1368.0,1275.0,914.0,119.0,5.0,209.0
232,06037124500,Sherman Oaks,89125.0,1198.0,2880.0,626.0,2254.0,2122.0,1757.0,132.0,6.0,205.0
233,06037124500,Valley Glen,89125.0,1198.0,2880.0,626.0,2254.0,2122.0,1757.0,132.0,6.0,205.0
54,06037106406,Sylmar,89059.0,1811.0,6173.0,4477.0,1696.0,1604.0,1012.0,162.0,14.0,387.0
1065,06037271200,Mar Vista,88889.0,1128.0,2592.0,785.0,1807.0,1683.0,970.0,93.0,5.0,605.0
345,06037134802,Winnetka,88806.0,859.0,3196.0,1669.0,1527.0,1427.0,869.0,111.0,8.0,427.0
479,06037188201,Los Feliz,88786.0,1706.0,3378.0,579.0,2799.0,2568.0,2067.0,141.0,8.0,326.0
1130,06037291300,Harbor Gateway,88690.0,1152.0,2839.0,858.0,1981.0,1820.0,311.0,294.0,2.0,1186.0
112,06037113303,Chatsworth,88567.0,1265.0,4160.0,1540.0,2620.0,2451.0,1644.0,111.0,8.0,656.0
456,06037185101,Mt. Washington,88400.0,974.0,2830.0,1687.0,1143.0,1025.0,739.0,35.0,6.0,239.0
1051,06037269700,Reynier Village,88214.0,1528.0,4025.0,1379.0,2646.0,2446.0,1636.0,348.0,1.0,423.0
230,06037124400,North Hollywood,88125.0,1690.0,4308.0,905.0,3403.0,3246.0,2825.0,152.0,6.0,171.0
231,06037124400,Valley Village,88125.0,1690.0,4308.0,905.0,3403.0,3246.0,2825.0,152.0,6.0,171.0
379,06037139001,Encino,87952.0,2261.0,5125.0,1089.0,4036.0,3740.0,3086.0,239.0,4.0,374.0
347,06037134901,Woodland Hills,87875.0,997.0,3266.0,912.0,2354.0,2191.0,1723.0,134.0,7.0,294.0
346,06037134901,Reseda,87875.0,997.0,3266.0,912.0,2354.0,2191.0,1723.0,134.0,7.0,294.0
287,06037128602,Valley Glen,87772.0,1249.0,3422.0,709.0,2713.0,2544.0,2150.0,137.0,5.0,218.0
286,06037128602,Sherman Oaks,87772.0,1249.0,3422.0,709.0,2713.0,2544.0,2150.0,137.0,5.0,218.0
87,06037109800,North Hills,87750.0,1519.0,4679.0,2285.0,2394.0,2248.0,1339.0,108.0,4.0,756.0
309,06037132002,Lake Balboa,87432.0,1155.0,3193.0,1327.0,1866.0,1734.0,1370.0,76.0,5.0,263.0
1137,06037293301,Harbor City,87390.0,943.0,2793.0,657.0,2136.0,1987.0,643.0,151.0,0.0,1173.0
539,06037192410,Melrose,87302.0,1812.0,3573.0,707.0,2866.0,2688.0,1695.0,150.0,1.0,809.0
1117,06037276607,Westchester,87273.0,1376.0,2974.0,424.0,2550.0,2303.0,1513.0,214.0,1.0,515.0
407,06037141306,Encino,87188.0,1569.0,2974.0,395.0,2579.0,2445.0,2004.0,142.0,2.0,275.0
408,06037141306,Sherman Oaks,87188.0,1569.0,2974.0,395.0,2579.0,2445.0,2004.0,142.0,2.0,275.0
5,06037101300,Tujunga,87066.0,1419.0,4269.0,483.0,3786.0,3650.0,3251.0,24.0,1.0,352.0
306,06037131802,Reseda,87050.0,762.0,2552.0,1350.0,1202.0,1152.0,723.0,80.0,6.0,326.0
135,06037117101,North Hills,87014.0,1447.0,5195.0,2235.0,2960.0,2821.0,682.0,276.0,2.0,1836.0
1056,06037269907,Palms,86821.0,1353.0,2671.0,598.0,2073.0,1917.0,1125.0,212.0,3.0,549.0
402,06037141201,Sherman Oaks,86754.0,2160.0,4289.0,805.0,3484.0,3252.0,2634.0,275.0,3.0,312.0
730,06037212702,Country Club Park,86750.0,1457.0,3687.0,582.0,3105.0,2944.0,878.0,280.0,10.0,1760.0
453,06037183702,Highland Park,86719.0,1128.0,2669.0,1308.0,1361.0,1250.0,650.0,120.0,0.0,455.0
905,06037235100,View Heights,86700.0,1747.0,4690.0,1001.0,3689.0,3396.0,489.0,2721.0,5.0,135.0
904,06037235100,Hyde Park,86700.0,1747.0,4690.0,1001.0,3689.0,3396.0,489.0,2721.0,5.0,135.0
763,06037216401,South Carthay,86504.0,1839.0,4165.0,468.0,3697.0,3430.0,2833.0,149.0,4.0,345.0
572,06037197410,Echo Park,86414.0,1777.0,3707.0,1199.0,2508.0,2296.0,1867.0,66.0,5.0,324.0
573,06037197410,Elysian Valley,86414.0,1777.0,3707.0,1199.0,2508.0,2296.0,1867.0,66.0,5.0,324.0
115,06037113324,Chatsworth,86347.0,1001.0,2072.0,875.0,1197.0,1112.0,510.0,153.0,0.0,428.0
571,06037197300,Echo Park,86326.0,1809.0,3650.0,1376.0,2274.0,2124.0,1553.0,78.0,8.0,457.0
221,06037124000,Valley Village,85941.0,2194.0,4786.0,670.0,4116.0,3855.0,3380.0,185.0,3.0,240.0
47,06037106020,Sylmar,85800.0,1302.0,5557.0,4368.0,1189.0,1123.0,790.0,88.0,17.0,194.0
892,06037234001,Leimert Park,85757.0,1033.0,2361.0,304.0,2057.0,1912.0,235.0,1564.0,2.0,91.0
1161,06037296300,San Pedro,85750.0,1934.0,4874.0,1677.0,3197.0,2946.0,1593.0,372.0,10.0,917.0
496,06037189903,Hollywood,85745.0,1606.0,2228.0,249.0,1979.0,1872.0,1539.0,135.0,2.0,174.0
1162,06037296401,San Pedro,85733.0,1295.0,3176.0,915.0,2261.0,2103.0,1585.0,181.0,18.0,298.0
1006,06037264305,Brentwood,85493.0,1725.0,3712.0,231.0,3481.0,3262.0,2895.0,36.0,1.0,323.0
425,06037143603,Studio City,85455.0,1364.0,2482.0,334.0,2148.0,2016.0,1602.0,130.0,6.0,248.0
443,06037183221,Eagle Rock,85450.0,1138.0,2901.0,1599.0,1302.0,1197.0,834.0,62.0,15.0,258.0
894,06037234200,Crenshaw District,85429.0,1162.0,2459.0,392.0,2067.0,1948.0,241.0,1484.0,4.0,190.0
436,06037181400,Eagle Rock,85409.0,1674.0,4134.0,1373.0,2761.0,2582.0,1291.0,79.0,13.0,1172.0
772,06037217101,Mid-City,85294.0,908.0,2520.0,1328.0,1192.0,1077.0,442.0,465.0,1.0,146.0
565,06037195803,Temple-Beaudry,85234.0,1061.0,2457.0,830.0,1627.0,1501.0,1063.0,97.0,12.0,313.0
177,06037121010,Sun Valley,85208.0,1258.0,4693.0,2676.0,2017.0,1951.0,1402.0,62.0,6.0,456.0
176,06037121010,North Hollywood,85208.0,1258.0,4693.0,2676.0,2017.0,1951.0,1402.0,62.0,6.0,456.0
57,06037106510,Sylmar,85032.0,1717.0,5791.0,3919.0,1872.0,1753.0,974.0,295.0,8.0,442.0
111,06037113301,Northridge,84975.0,1366.0,3655.0,734.0,2921.0,2751.0,1720.0,300.0,4.0,688.0
538,06037192300,Melrose,84924.0,1334.0,2863.0,288.0,2575.0,2421.0,1816.0,132.0,2.0,460.0
473,06037187101,Los Feliz,84531.0,1217.0,3011.0,1165.0,1846.0,1726.0,1013.0,31.0,11.0,652.0
472,06037187101,Atwater Village,84531.0,1217.0,3011.0,1165.0,1846.0,1726.0,1013.0,31.0,11.0,652.0
1101,06037275311,Del Rey,84337.0,2536.0,4955.0,1285.0,3670.0,3368.0,2199.0,143.0,8.0,957.0
367,06037137103,Woodland Hills,84327.0,2411.0,4951.0,794.0,4157.0,3880.0,2827.0,311.0,14.0,698.0
1037,06037267502,West Los Angeles,84315.0,1597.0,3217.0,747.0,2470.0,2303.0,1601.0,66.0,3.0,606.0
164,06037119900,Panorama City,84231.0,1296.0,4774.0,2969.0,1805.0,1759.0,579.0,71.0,6.0,1079.0
767,06037216901,Mid-City,84102.0,1276.0,2888.0,602.0,2286.0,2088.0,1036.0,814.0,0.0,203.0
151,06037119004,Arleta,84028.0,774.0,2830.0,2290.0,540.0,515.0,187.0,21.0,0.0,282.0
81,06037109400,Mission Hills,83986.0,1151.0,3752.0,2878.0,874.0,822.0,412.0,67.0,13.0,306.0
465,06037186202,Glassell Park,83836.0,657.0,1985.0,766.0,1219.0,1148.0,485.0,49.0,9.0,591.0
1094,06037273800,Venice,83821.0,1516.0,2933.0,504.0,2429.0,2213.0,1923.0,64.0,11.0,185.0
1059,06037270101,Palms,83667.0,1236.0,2002.0,402.0,1600.0,1482.0,904.0,164.0,0.0,391.0
551,06037194402,Melrose,83485.0,2096.0,3146.0,280.0,2866.0,2728.0,2376.0,74.0,2.0,245.0
762,06037216302,Miracle Mile,83417.0,1601.0,3551.0,446.0,3105.0,2901.0,1929.0,400.0,1.0,543.0
574,06037197420,Echo Park,83400.0,1528.0,3376.0,1698.0,1678.0,1559.0,1089.0,83.0,12.0,351.0
742,06037214400,Melrose,83314.0,1804.0,2980.0,355.0,2625.0,2443.0,2145.0,105.0,9.0,140.0
682,06037209201,Westlake,83313.0,1756.0,2852.0,501.0,2351.0,2210.0,881.0,338.0,3.0,959.0
327,06037134201,Canoga Park,83295.0,1384.0,4271.0,2296.0,1975.0,1852.0,1028.0,127.0,5.0,646.0
328,06037134201,Winnetka,83295.0,1384.0,4271.0,2296.0,1975.0,1852.0,1028.0,127.0,5.0,646.0
344,06037134801,Winnetka,83277.0,1107.0,3177.0,1434.0,1743.0,1642.0,891.0,142.0,6.0,568.0
1076,06037271803,Palms,83226.0,1558.0,3039.0,765.0,2274.0,2105.0,1164.0,213.0,4.0,683.0
11,06037102107,Sunland,83200.0,1232.0,3984.0,1149.0,2835.0,2704.0,2328.0,87.0,5.0,242.0
10,06037102107,Sun Valley,83200.0,1232.0,3984.0,1149.0,2835.0,2704.0,2328.0,87.0,5.0,242.0
129,06037115204,Northridge,83176.0,1592.0,4228.0,1365.0,2863.0,2657.0,1461.0,282.0,13.0,868.0
52,06037106403,Sylmar,82875.0,821.0,3704.0,3282.0,422.0,383.0,260.0,18.0,9.0,86.0
1103,06037275313,Del Rey,82862.0,1676.0,3321.0,485.0,2836.0,2637.0,1968.0,121.0,15.0,512.0
218,06037123800,North Hollywood,82785.0,2293.0,5757.0,1486.0,4271.0,4074.0,3433.0,287.0,17.0,281.0
9,06037102105,Sun Valley,82438.0,543.0,1855.0,1028.0,827.0,776.0,568.0,20.0,1.0,177.0
351,06037134907,Canoga Park,82146.0,1523.0,2953.0,554.0,2399.0,2204.0,1293.0,423.0,1.0,456.0
241,06037125200,Valley Village,80915.0,1832.0,4014.0,1145.0,2869.0,2665.0,2089.0,268.0,4.0,274.0
240,06037125200,North Hollywood,80915.0,1832.0,4014.0,1145.0,2869.0,2665.0,2089.0,268.0,4.0,274.0
442,06037183220,Highland Park,80817.0,1115.0,3682.0,2489.0,1193.0,1116.0,574.0,49.0,9.0,470.0
70,06037107020,Sylmar,80739.0,1230.0,5488.0,4629.0,859.0,786.0,326.0,79.0,1.0,353.0
217,06037123700,North Hollywood,80710.0,1677.0,4142.0,1143.0,2999.0,2893.0,2441.0,120.0,4.0,310.0
247,06037125402,Valley Village,80703.0,2002.0,4076.0,876.0,3200.0,2932.0,2245.0,328.0,12.0,310.0
246,06037125402,North Hollywood,80703.0,2002.0,4076.0,876.0,3200.0,2932.0,2245.0,328.0,12.0,310.0
494,06037189801,Hollywood,80663.0,1248.0,2302.0,311.0,1991.0,1865.0,1637.0,95.0,1.0,115.0
1145,06037294301,Wilmington,80382.0,683.0,2501.0,2068.0,433.0,392.0,141.0,53.0,5.0,146.0
1177,06037297502,San Pedro,80109.0,996.0,2508.0,1011.0,1497.0,1375.0,1064.0,135.0,14.0,135.0
1032,06037267300,West Los Angeles,79919.0,2106.0,4408.0,775.0,3633.0,3410.0,1998.0,226.0,6.0,1149.0
1115,06037276605,Westchester,79750.0,1386.0,2093.0,312.0,1781.0,1618.0,1228.0,119.0,2.0,241.0
764,06037216402,South Carthay,79583.0,1141.0,2644.0,233.0,2411.0,2227.0,1872.0,96.0,8.0,227.0
1060,06037270102,Palms,79583.0,1187.0,2186.0,431.0,1755.0,1635.0,950.0,160.0,2.0,508.0
491,06037189702,Hollywood Hills,79536.0,1392.0,2389.0,278.0,2111.0,1969.0,1649.0,105.0,5.0,183.0
318,06037132900,Reseda,79534.0,1304.0,3538.0,857.0,2681.0,2480.0,2078.0,106.0,3.0,282.0
475,06037187200,Elysian Valley,79327.0,1047.0,2801.0,1781.0,1020.0,966.0,521.0,43.0,6.0,386.0
476,06037187200,Silverlake,79327.0,1047.0,2801.0,1781.0,1020.0,966.0,521.0,43.0,6.0,386.0
815,06037222001,Exposition Park,79082.0,946.0,3218.0,1915.0,1303.0,1176.0,323.0,657.0,2.0,149.0
185,06037121600,North Hollywood,79048.0,850.0,2996.0,975.0,2021.0,1966.0,1256.0,66.0,3.0,629.0
592,06037201120,El Sereno,78750.0,1233.0,4395.0,3288.0,1107.0,1036.0,438.0,158.0,11.0,405.0
349,06037134905,Woodland Hills,78465.0,2627.0,5219.0,757.0,4462.0,4161.0,2695.0,701.0,9.0,706.0
220,06037123902,North Hollywood,78304.0,1087.0,2596.0,751.0,1845.0,1713.0,1267.0,159.0,3.0,258.0
1179,06037297602,San Pedro,78276.0,1650.0,3579.0,1246.0,2333.0,2109.0,1664.0,185.0,15.0,199.0
369,06037137202,Woodland Hills,78095.0,1284.0,3588.0,540.0,3048.0,2820.0,2009.0,230.0,7.0,544.0
343,06037134720,Winnetka,77926.0,1798.0,5011.0,2553.0,2458.0,2309.0,1053.0,250.0,8.0,950.0
114,06037113323,Chatsworth,77596.0,1511.0,3927.0,1530.0,2397.0,2239.0,1072.0,211.0,10.0,880.0
556,06037195300,Silverlake,77525.0,1387.0,3070.0,767.0,2303.0,2131.0,1692.0,56.0,2.0,359.0
1021,06037265522,Westwood,77348.0,1030.0,2090.0,181.0,1909.0,1813.0,1002.0,55.0,6.0,735.0
576,06037197600,Angelino Heights,77308.0,850.0,2431.0,1127.0,1304.0,1219.0,800.0,58.0,5.0,344.0
448,06037183510,Highland Park,77292.0,814.0,2368.0,1615.0,753.0,693.0,502.0,16.0,3.0,160.0
655,06037207712,Downtown,77213.0,2534.0,4737.0,623.0,4114.0,3848.0,1831.0,462.0,2.0,1515.0
1116,06037276606,Westchester,77143.0,1782.0,3353.0,464.0,2889.0,2661.0,2072.0,167.0,8.0,387.0
1058,06037269909,Palms,77074.0,1221.0,2243.0,558.0,1685.0,1570.0,918.0,195.0,4.0,429.0
308,06037132001,Lake Balboa,76972.0,1213.0,3335.0,1144.0,2191.0,2023.0,1575.0,146.0,1.0,279.0
237,06037124903,Valley Village,76780.0,1546.0,3630.0,827.0,2803.0,2592.0,2044.0,260.0,9.0,247.0
790,06037219500,Crenshaw District,76750.0,833.0,1783.0,406.0,1377.0,1264.0,173.0,800.0,3.0,255.0
1088,06037273300,Venice,76285.0,1456.0,3477.0,974.0,2503.0,2344.0,1774.0,388.0,8.0,142.0
182,06037121210,Sun Valley,76250.0,817.0,3182.0,2201.0,981.0,933.0,361.0,45.0,6.0,507.0
754,06037215102,Miracle Mile,76221.0,1929.0,3123.0,416.0,2707.0,2505.0,1897.0,206.0,6.0,356.0
744,06037214503,Park La Brea,76131.0,1416.0,3495.0,334.0,3161.0,2949.0,1452.0,214.0,7.0,1240.0
314,06037132302,Reseda,75949.0,995.0,3005.0,1896.0,1109.0,1026.0,723.0,73.0,4.0,212.0
1082,06037272201,Mar Vista,75846.0,1056.0,2394.0,762.0,1632.0,1480.0,1064.0,94.0,9.0,284.0
380,06037139200,Encino,75361.0,2257.0,5519.0,1122.0,4397.0,4104.0,3381.0,250.0,9.0,422.0
381,06037139200,Tarzana,75361.0,2257.0,5519.0,1122.0,4397.0,4104.0,3381.0,250.0,9.0,422.0
153,06037119202,Arleta,75305.0,1108.0,4394.0,3823.0,571.0,557.0,208.0,55.0,8.0,268.0
575,06037197500,Echo Park,75276.0,1711.0,3973.0,1953.0,2020.0,1874.0,1317.0,107.0,13.0,409.0
317,06037132700,Reseda,75234.0,1665.0,5038.0,2929.0,2109.0,1971.0,1444.0,147.0,8.0,356.0
319,06037133000,Reseda,75131.0,1451.0,4424.0,2439.0,1985.0,1856.0,1098.0,186.0,4.0,506.0
451,06037183620,Highland Park,75083.0,1021.0,2912.0,1880.0,1032.0,958.0,619.0,31.0,8.0,280.0
445,06037183300,Eagle Rock,75048.0,1119.0,3083.0,1898.0,1185.0,1116.0,550.0,10.0,10.0,532.0
301,06037131600,Reseda,74868.0,1370.0,5366.0,3022.0,2344.0,2217.0,1327.0,141.0,10.0,711.0
302,06037131600,Reseda Ranch,74868.0,1370.0,5366.0,3022.0,2344.0,2217.0,1327.0,141.0,10.0,711.0
155,06037119320,Panorama City,74792.0,1251.0,4793.0,3303.0,1490.0,1440.0,410.0,159.0,0.0,834.0
0,06037101110,Tujunga,74625.0,1505.0,4926.0,1381.0,3545.0,3368.0,2840.0,65.0,7.0,434.0
1173,06037297202,San Pedro,74567.0,1545.0,3546.0,1560.0,1986.0,1799.0,1445.0,147.0,12.0,128.0
303,06037131701,Reseda,74294.0,1933.0,4794.0,2062.0,2732.0,2554.0,1216.0,295.0,9.0,1001.0
1080,06037271902,Mar Vista,74186.0,1854.0,4044.0,902.0,3142.0,2902.0,2192.0,122.0,4.0,543.0
300,06037131400,Reseda,74115.0,1907.0,6149.0,2829.0,3320.0,3104.0,1559.0,337.0,6.0,1141.0
183,06037121221,Sun Valley,73889.0,498.0,2147.0,1711.0,436.0,419.0,233.0,34.0,5.0,139.0
15,06037103201,Sunland,73844.0,1557.0,4676.0,1691.0,2985.0,2825.0,2397.0,110.0,11.0,279.0
